stint_id,year,team,player,name_key,acquisition_type,acquisition_datetime,drop_datetime,acquisition_week,drop_week,player_position,primary_eligible,first_eligible_week,eligibility_reason,eligible_weeks,transaction_owned_weeks,bye_weeks,owned_weeks,score_rows_observed,resolved_owned_weeks,unresolved_owned_weeks,production_points,weeks_with_points,production_resolution_rate,scoring_opportunity_weeks,scoring_production_points,avg_points_per_week,max_week_points,rate_score,sustained_score,waiver_score,waiver_value,meaningful_acquisition,waiver_category,positive_pickup,good_pickup,great_pickup,elite_find,waiver_bust,team_canonical
W00494,2019,Voldemort,Hunter Henry,hunterhenry,Free Agent,2019-09-27 20:57:00,,4,,TE,True,4,BEFORE_GAME_DATE,10.0,10.0,1.0,9.0,7.0,9.0,0.0,63.7,7.0,1.0,9.0,63.7,7.077777777777778,22.0,90.0,100.0,96.5,46.5,True,Elite Find,True,True,True,True,False,Voldemort
W00495,2019,Voldemort,Jacob Hollister,jacobhollister,Free Agent,2019-11-13 14:49:00,2019-11-27 07:20:00,11,13,TE,True,12,BYE_ACQUISITION_WEEK,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.2,1.0,1.0,1.0,2.2,2.2,2.2,31.666666666666664,31.666666666666664,31.666666666666664,-18.333333333333336,False,Ordinary,False,False,False,False,False,Voldemort
W00496,2019,Voldemort,Jacoby Brissett,jacobybrissett,Free Agent,2019-10-17 20:12:00,2019-11-13 14:48:00,7,11,QB,True,7,BEFORE_GAME_DATE,5.0,4.0,0.0,4.0,4.0,4.0,0.0,47.88,3.0,1.0,4.0,47.88,11.97,35.64,18.181818181818183,45.45454545454545,35.909090909090914,-14.090909090909086,True,Ordinary,False,False,False,False,False,Voldemort
W00499,2019,Voldemort,Kenny Stills,kennystills,Free Agent,2019-10-23 06:59:00,2019-11-05 16:48:00,8,10,WR,True,8,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,2.0,2.0,0.0,7.4,2.0,1.0,2.0,7.4,3.7,5.2,45.45454545454545,48.484848484848484,47.42424242424242,-2.575757575757578,True,Ordinary,False,False,False,False,False,Voldemort
W00501,2019,Voldemort,Latavius Murray,lataviusmurray,Free Agent,2019-11-27 07:20:00,2019-11-30 09:44:00,13,13,RB,True,13,NO_NFL_TEAM_MATCH,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0,1.0,1.0,0.2,0.2,0.2,18.181818181818183,18.181818181818183,18.181818181818183,-31.818181818181817,False,Poor Pickup,False,False,False,False,False,Voldemort
W00503,2019,Voldemort,Matt Moore,mattmoore,Free Agent,2019-11-03 08:25:00,2019-11-05 16:48:00,9,10,QB,True,9,SAME_DAY_AS_GAME,2.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,1.0,1.0,1.0,17.0,17.0,17.0,54.54545454545454,18.181818181818183,30.909090909090907,-19.090909090909093,True,Ordinary,False,False,False,False,False,Voldemort
W00505,2019,Voldemort,Michael Gallup,michaelgallup,Free Agent,2019-10-02 07:10:00,,5,,WR,True,5,BEFORE_GAME_DATE,9.0,9.0,1.0,8.0,8.0,8.0,0.0,75.0,8.0,1.0,8.0,75.0,9.375,17.3,84.84848484848484,90.9090909090909,88.78787878787878,38.78787878787878,True,Great Pickup,True,True,True,False,False,Voldemort
W00513,2019,Voldemort,Ronald Jones,ronaldjones,Free Agent,2019-09-25 06:27:00,2019-11-03 08:25:00,4,9,RB,True,4,BEFORE_GAME_DATE,6.0,6.0,1.0,5.0,5.0,5.0,0.0,46.2,5.0,1.0,5.0,46.2,9.24,14.200000000000001,86.36363636363636,100.0,95.22727272727272,45.22727272727272,True,Elite Find,True,True,True,True,False,Voldemort
W00515,2019,Voldemort,Terry McLaurin,terrymclaurin,Waiver,2019-09-11 04:42:00,,2,,WR,True,2,BEFORE_GAME_DATE,12.0,12.0,1.0,11.0,10.0,11.0,0.0,76.10000000000001,10.0,1.0,11.0,76.10000000000001,6.918181818181819,22.0,66.66666666666666,93.93939393939394,84.39393939393939,34.39393939393939,True,Good Pickup,True,True,False,False,False,Voldemort
W00522,2019,Voldemort,Will Fuller V,willfullerv,Free Agent,2019-11-03 07:40:00,,9,,WR,True,9,SAME_DAY_AS_GAME,5.0,5.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.575757575757576,7.575757575757576,7.575757575757576,-42.42424242424242,True,Waiver Bust,False,False,False,False,True,Voldemort
W00529,2019,malle_dips_pouches,Eric Ebron,ericebron,Waiver,2019-10-23 04:16:00,,8,,TE,True,8,BEFORE_GAME_DATE,6.0,6.0,0.0,6.0,5.0,6.0,0.0,16.900000000000002,5.0,1.0,6.0,16.900000000000002,2.816666666666667,5.6000000000000005,43.333333333333336,66.66666666666666,58.49999999999999,8.499999999999993,True,Ordinary,True,False,False,False,False,malle_dips_pouches
W00530,2019,malle_dips_pouches,Jacoby Brissett,jacobybrissett,Free Agent,2019-11-17 11:53:00,,11,,QB,True,11,SAME_DAY_AS_GAME,3.0,3.0,0.0,3.0,3.0,3.0,0.0,47.94,3.0,1.0,3.0,47.94,15.979999999999999,18.12,36.36363636363637,50.0,45.22727272727273,-4.772727272727273,True,Ordinary,False,False,False,False,False,malle_dips_pouches
W00532,2019,malle_dips_pouches,Ryan Griffin,ryangriffin,Free Agent,2019-11-28 15:07:00,2019-12-12 18:33:00,13,,TE,True,13,BEFORE_GAME_DATE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,53.333333333333336,40.0,44.66666666666667,-5.333333333333329,False,Ordinary,False,False,False,False,False,malle_dips_pouches
W00535,2020,Big Sack Jack,Cam Akers,camakers,Waiver,2020-10-18 02:41:00,2020-10-25 11:55:00,6,7,RB,True,6,SAME_DAY_AS_GAME,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,7.692307692307692,-42.30769230769231,False,Waiver Bust,False,False,False,False,True,Big Sack Jack
W00536,2020,Big Sack Jack,Chris Thompson,christhompson,Free Agent,2020-10-11 11:41:00,2020-10-18 02:41:00,5,6,RB,True,5,SAME_DAY_AS_GAME,2.0,2.0,0.0,2.0,2.0,2.0,0.0,8.7,2.0,1.0,2.0,8.7,4.35,5.7,32.69230769230769,34.61538461538461,33.94230769230769,-16.057692307692307,True,Ordinary,False,False,False,False,False,Big Sack Jack
W00541,2020,Big Sack Jack,Kirk Cousins,kirkcousins,Free Agent,2020-10-04 11:19:00,2020-10-11 11:41:00,4,5,QB,True,4,SAME_DAY_AS_GAME,2.0,2.0,0.0,2.0,2.0,2.0,0.0,36.06,2.0,1.0,2.0,36.06,18.03,19.16,56.52173913043478,65.21739130434783,62.173913043478265,12.173913043478265,True,Ordinary,True,False,False,False,False,Big Sack Jack
W00543,2020,Big Sack Jack,Philip Rivers,philiprivers,Free Agent,2020-11-12 19:14:00,,10,,QB,True,10,SAME_DAY_AS_GAME,4.0,4.0,0.0,4.0,4.0,4.0,0.0,92.74,4.0,1.0,4.0,92.74,23.185,28.419999999999998,73.91304347826086,86.95652173913044,82.3913043478261,32.39130434782609,True,Good Pickup,True,True,False,False,False,Big Sack Jack
W00547,2020,Ginger FC,Chase Edmonds,chaseedmonds,Waiver,2020-10-07 03:52:00,,5,,RB,True,5,BEFORE_GAME_DATE,9.0,9.0,1.0,8.0,8.0,8.0,0.0,83.1,8.0,1.0,8.0,83.1,10.3875,18.0,75.0,94.23076923076923,87.5,37.5,True,Great Pickup,True,True,True,False,False,Ginger FC
W00548,2020,Ginger FC,Cole Beasley,colebeasley,Free Agent,2020-10-22 13:41:00,,7,,WR,True,7,BEFORE_GAME_DATE,7.0,7.0,1.0,6.0,6.0,6.0,0.0,81.7,6.0,1.0,6.0,81.7,13.616666666666667,23.5,94.11764705882352,76.47058823529412,82.6470588235294,32.647058823529406,True,Good Pickup,True,True,False,False,False,Ginger FC
W00550,2020,Ginger FC,DeeJay Dallas,deejaydallas,Free Agent,2020-11-14 13:21:00,2020-11-18 10:49:00,10,11,RB,True,10,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,4.1,1.0,1.0,1.0,4.1,4.1,4.1,30.76923076923077,21.153846153846153,24.519230769230766,-25.480769230769234,False,Poor Pickup,False,False,False,False,False,Ginger FC
W00551,2020,Ginger FC,Duke Johnson,dukejohnson,Free Agent,2020-09-17 11:09:00,2020-10-28 03:57:00,2,8,RB,True,2,BEFORE_GAME_DATE,7.0,6.0,0.0,6.0,4.0,6.0,0.0,16.700000000000003,4.0,1.0,6.0,16.700000000000003,2.7833333333333337,6.7,23.076923076923077,61.53846153846154,48.07692307692308,-1.9230769230769198,True,Ordinary,False,False,False,False,False,Ginger FC
W00552,2020,Ginger FC,Frank Gore,frankgore,Waiver,2020-11-25 03:19:00,,12,,RB,True,12,BEFORE_GAME_DATE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,10.299999999999999,2.0,1.0,2.0,10.299999999999999,5.1499999999999995,10.1,36.53846153846153,40.38461538461539,39.03846153846154,-10.96153846153846,True,Ordinary,False,False,False,False,False,Ginger FC
W00555,2020,Ginger FC,Jerick McKinnon,jerickmckinnon,Waiver,2020-09-23 04:25:00,2020-11-01 10:52:00,3,8,RB,True,3,BEFORE_GAME_DATE,6.0,6.0,0.0,6.0,6.0,6.0,0.0,51.5,5.0,1.0,6.0,51.5,8.583333333333334,19.200000000000003,61.53846153846154,82.6923076923077,75.28846153846153,25.288461538461533,True,Good Pickup,True,True,False,False,False,Ginger FC
W00556,2020,Ginger FC,Jimmy Graham,jimmygraham,Free Agent,2020-11-27 12:57:00,2020-12-10 10:58:00,12,,TE,True,12,BEFORE_GAME_DATE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,4.7,1.0,1.0,2.0,4.7,2.35,4.7,28.57142857142857,28.57142857142857,28.57142857142857,-21.42857142857143,True,Poor Pickup,False,False,False,False,False,Ginger FC
W00557,2020,Ginger FC,Justin Jackson,justinjackson,Free Agent,2020-11-01 10:52:00,2020-11-14 13:21:00,8,10,RB,True,8,SAME_DAY_AS_GAME,3.0,2.0,0.0,2.0,1.0,2.0,0.0,15.700000000000001,1.0,1.0,2.0,15.700000000000001,7.8500000000000005,15.700000000000001,53.84615384615385,55.769230769230774,55.096153846153854,5.096153846153854,True,Ordinary,True,False,False,False,False,Ginger FC
W00559,2020,Ginger FC,La'Mical Perine,lamicalperine,Free Agent,2020-11-18 10:49:00,2020-11-24 08:05:00,11,12,RB,True,11,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,1.0,1.0,0.0,9.3,1.0,1.0,1.0,9.3,9.3,9.3,67.3076923076923,38.46153846153847,48.55769230769231,-1.4423076923076934,False,Ordinary,False,False,False,False,False,Ginger FC
W00560,2020,Ginger FC,Malcolm Brown,malcolmbrown,Waiver,2020-10-28 03:57:00,2020-11-11 05:04:00,8,10,RB,True,8,BEFORE_GAME_DATE,3.0,2.0,1.0,1.0,2.0,1.0,0.0,6.7,1.0,1.0,1.0,6.7,6.7,6.7,48.07692307692308,26.923076923076923,34.32692307692308,-15.67307692307692,False,Ordinary,False,False,False,False,False,Ginger FC
W00562,2020,Ginger FC,Mike Gesicki,mikegesicki,Waiver,2020-10-15 05:17:00,2020-10-22 02:19:00,6,7,TE,True,6,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.142857142857142,7.142857142857142,7.142857142857142,-42.85714285714286,False,Waiver Bust,False,False,False,False,True,Ginger FC
W00563,2020,Ginger FC,Rex Burkhead,rexburkhead,Waiver,2020-10-07 03:52:00,2020-10-22 13:42:00,5,7,RB,True,6,BYE_ACQUISITION_WEEK,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.4000000000000001,1.0,1.0,1.0,1.4000000000000001,1.4000000000000001,1.4000000000000001,13.461538461538462,13.461538461538462,13.461538461538462,-36.53846153846154,False,Poor Pickup,False,False,False,False,False,Ginger FC
W00564,2020,Ginger FC,Ryan Fitzpatrick,ryanfitzpatrick,Waiver,2020-10-15 05:17:00,2020-10-21 03:40:00,6,7,QB,True,6,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,1.0,1.0,0.0,24.04,1.0,1.0,1.0,24.04,24.04,24.04,82.6086956521739,52.17391304347826,62.826086956521735,12.826086956521735,True,Ordinary,True,False,False,False,False,Ginger FC
W00566,2020,Ginger FC,Tyler Higbee,tylerhigbee,Free Agent,2020-11-27 12:56:00,,12,,TE,True,12,NO_NFL_TEAM_MATCH,2.0,2.0,0.0,2.0,2.0,2.0,0.0,11.5,2.0,1.0,2.0,11.5,5.75,10.4,46.42857142857143,50.0,48.75,-1.25,True,Ordinary,False,False,False,False,False,Ginger FC
W00569,2020,Joe Mantegna,Carson Wentz,carsonwentz,Waiver,2020-12-04 03:35:00,2020-12-10 03:25:00,13,,QB,True,13,BEFORE_GAME_DATE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.96,1.0,1.0,1.0,4.96,4.96,4.96,17.391304347826086,17.391304347826086,17.391304347826086,-32.608695652173914,False,Poor Pickup,False,False,False,False,False,Joe Mantegna
W00570,2020,Joe Mantegna,Frank Gore,frankgore,Free Agent,2020-10-15 08:43:00,2020-10-28 03:57:00,6,8,RB,True,6,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,3.0,2.0,0.0,15.0,2.0,1.0,2.0,15.0,7.5,9.0,50.0,53.84615384615385,52.5,2.5,True,Ordinary,True,False,False,False,False,Joe Mantegna
W00571,2020,Joe Mantegna,Gardner Minshew II,gardnerminshew,Waiver,2020-09-23 04:25:00,2020-10-03 14:28:00,3,4,QB,True,3,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,10.2,1.0,1.0,1.0,10.2,10.2,10.2,26.08695652173913,26.08695652173913,26.08695652173913,-23.91304347826087,True,Poor Pickup,False,False,False,False,False,Joe Mantegna
W00575,2020,Joe Mantegna,Jimmy Garoppolo,jimmygaroppolo,Waiver,2020-10-28 03:57:00,2020-11-04 03:42:00,8,9,QB,True,8,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.76,1.0,1.0,1.0,2.76,2.76,2.76,13.043478260869565,13.043478260869565,13.043478260869565,-36.95652173913044,False,Poor Pickup,False,False,False,False,False,Joe Mantegna
W00577,2020,Joe Mantegna,Logan Thomas,loganthomas,Waiver,2020-09-16 04:08:00,,2,,TE,True,2,BEFORE_GAME_DATE,12.0,12.0,1.0,11.0,11.0,11.0,0.0,84.02000000000001,11.0,1.0,11.0,84.02000000000001,7.6381818181818195,20.3,78.57142857142857,100.0,92.5,42.5,True,Elite Find,True,True,True,True,False,Joe Mantegna
W00578,2020,Joe Mantegna,Mark Ingram II,markingram,Free Agent,2020-11-04 18:12:00,2020-12-11 07:30:00,9,,RB,True,9,BEFORE_GAME_DATE,5.0,5.0,0.0,5.0,3.0,5.0,0.0,7.500000000000001,3.0,1.0,5.0,7.500000000000001,1.5000000000000002,3.9000000000000004,15.384615384615385,30.76923076923077,25.384615384615383,-24.615384615384617,True,Poor Pickup,False,False,False,False,False,Joe Mantegna
W00580,2020,Joe Mantegna,Trey Burton,treyburton,Waiver,2020-11-04 03:42:00,,9,,TE,True,9,BEFORE_GAME_DATE,5.0,5.0,0.0,5.0,5.0,5.0,0.0,27.8,5.0,1.0,5.0,27.8,5.5600000000000005,11.7,35.714285714285715,71.42857142857143,58.92857142857143,8.92857142857143,True,Ordinary,True,False,False,False,False,Joe Mantegna
W00583,2020,Malle ❤️ 🐸,Jakobi Meyers,jakobimeyers,Free Agent,2020-11-12 18:32:00,,10,,WR,True,10,BEFORE_GAME_DATE,4.0,4.0,0.0,4.0,4.0,4.0,0.0,30.86,4.0,1.0,4.0,30.86,7.715,15.36,41.17647058823529,52.94117647058824,48.8235294117647,-1.176470588235297,True,Ordinary,False,False,False,False,False,Malle ❤️ 🐸
W00585,2020,Malle ❤️ 🐸,Mike Gesicki,mikegesicki,Free Agent,2020-11-12 18:30:00,,10,,TE,True,10,BEFORE_GAME_DATE,4.0,4.0,0.0,4.0,4.0,4.0,0.0,41.1,4.0,1.0,4.0,41.1,10.275,19.3,92.85714285714286,85.71428571428571,88.21428571428572,38.21428571428572,True,Great Pickup,True,True,True,False,False,Malle ❤️ 🐸
W00588,2020,Patty Primetimes,Carlos Hyde,carloshyde,Waiver,2020-09-30 03:46:00,2020-10-15 08:05:00,4,6,RB,True,4,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,7.692307692307692,-42.30769230769231,True,Waiver Bust,False,False,False,False,True,Patty Primetimes
W00591,2020,Patty Primetimes,Jamaal Williams,jamaalwilliams,Free Agent,2020-10-15 08:05:00,,6,,RB,True,6,BEFORE_GAME_DATE,8.0,8.0,0.0,8.0,7.0,8.0,0.0,71.0,7.0,1.0,8.0,71.0,8.875,19.4,63.46153846153846,88.46153846153845,79.71153846153845,29.711538461538453,True,Good Pickup,True,True,False,False,False,Patty Primetimes
W00593,2020,Patty Primetimes,Malcolm Brown,malcolmbrown,Free Agent,2020-10-07 08:17:00,2020-10-23 14:24:00,5,7,RB,True,5,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,3.0,2.0,0.0,6.6000000000000005,2.0,1.0,2.0,6.6000000000000005,3.3000000000000003,3.7,25.0,25.0,25.0,-25.0,True,Poor Pickup,False,False,False,False,False,Patty Primetimes
W00594,2020,Patty Primetimes,Nyheim Miller-Hines,nyheimmillerhines,Waiver,2020-09-16 04:08:00,,2,,RB,True,2,BEFORE_GAME_DATE,12.0,12.0,1.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,7.692307692307692,-42.30769230769231,True,Waiver Bust,False,False,False,False,True,Patty Primetimes
W00604,2020,Pop Lockett Drop it,Gardner Minshew II,gardnerminshew,Waiver,2020-10-07 03:52:00,2020-10-23 17:07:00,5,7,QB,True,5,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,3.0,2.0,0.0,44.46,2.0,1.0,2.0,44.46,22.23,23.84,65.21739130434783,69.56521739130434,68.04347826086956,18.043478260869563,True,Ordinary,True,False,False,False,False,Pop Lockett Drop it
W00607,2020,Pop Lockett Drop it,James Robinson,jamesrobinson,Waiver,2020-09-10 02:19:00,,1,,RB,True,1,BEFORE_GAME_DATE,13.0,13.0,1.0,12.0,12.0,12.0,0.0,202.8,12.0,1.0,12.0,202.8,16.900000000000002,29.700000000000003,100.0,100.0,100.0,50.0,True,Elite Find,True,True,True,True,False,Pop Lockett Drop it
W00609,2020,Pop Lockett Drop it,Jimmy Graham,jimmygraham,Free Agent,2020-10-23 17:07:00,2020-11-13 02:25:00,7,10,TE,True,7,BEFORE_GAME_DATE,4.0,3.0,0.0,3.0,4.0,3.0,0.0,22.4,3.0,1.0,3.0,22.4,7.466666666666666,14.5,71.42857142857143,57.14285714285714,62.14285714285714,12.142857142857139,True,Ordinary,True,False,False,False,False,Pop Lockett Drop it
W00617,2020,Pop Lockett Drop it,Tee Higgins,teehiggins,Waiver,2020-09-30 03:46:00,,4,,WR,True,4,BEFORE_GAME_DATE,10.0,10.0,1.0,9.0,9.0,9.0,0.0,106.7,9.0,1.0,9.0,106.7,11.855555555555556,19.0,82.35294117647058,94.11764705882352,89.99999999999999,39.999999999999986,True,Great Pickup,True,True,True,False,False,Pop Lockett Drop it
W00621,2020,Post Mahomes,Cam Akers,camakers,Waiver,2020-12-04 03:35:00,2020-12-22 13:05:00,13,,RB,True,13,BEFORE_GAME_DATE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,15.9,1.0,1.0,1.0,15.9,15.9,15.9,96.15384615384616,57.692307692307686,71.15384615384616,21.15384615384616,True,Ordinary,True,False,False,False,False,Post Mahomes
W00622,2020,Post Mahomes,Carlos Hyde,carloshyde,Free Agent,2020-11-18 09:49:00,2020-11-28 17:59:00,11,12,RB,True,11,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,16.5,1.0,1.0,1.0,16.5,16.5,16.5,98.07692307692307,59.61538461538461,73.07692307692307,23.076923076923066,True,Ordinary,True,False,False,False,False,Post Mahomes
W00625,2020,Post Mahomes,Derek Carr,derekcarr,Free Agent,2020-10-30 09:42:00,2020-11-03 08:44:00,8,9,QB,True,8,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,14.540000000000003,1.0,1.0,1.0,14.540000000000003,14.540000000000003,14.540000000000003,34.78260869565217,30.434782608695656,31.956521739130437,-18.043478260869563,True,Ordinary,False,False,False,False,False,Post Mahomes
W00626,2020,Post Mahomes,Devonta Freeman,devontafreeman,Waiver,2020-09-23 04:25:00,2020-11-15 11:06:00,3,10,RB,True,3,BEFORE_GAME_DATE,8.0,8.0,0.0,8.0,5.0,8.0,0.0,32.5,5.0,1.0,8.0,32.5,4.0625,15.700000000000001,28.846153846153843,76.92307692307693,60.096153846153854,10.096153846153854,True,Ordinary,True,False,False,False,False,Post Mahomes
W00631,2020,Post Mahomes,Joe Burrow,joeburrow,Free Agent,2020-09-30 09:35:00,2020-10-10 02:37:00,4,5,QB,True,4,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,18.1,1.0,1.0,1.0,18.1,18.1,18.1,60.86956521739131,47.82608695652174,52.39130434782609,2.391304347826093,True,Ordinary,True,False,False,False,False,Post Mahomes
W00632,2020,Post Mahomes,Joshua Kelley,joshuakelley,Free Agent,2020-09-16 10:00:00,2020-11-10 09:43:00,2,10,RB,True,2,BEFORE_GAME_DATE,9.0,8.0,1.0,7.0,8.0,7.0,0.0,42.800000000000004,7.0,1.0,7.0,42.800000000000004,6.114285714285715,12.3,44.230769230769226,80.76923076923077,67.98076923076924,17.98076923076924,True,Ordinary,True,False,False,False,False,Post Mahomes
W00634,2020,Post Mahomes,La'Mical Perine,lamicalperine,Free Agent,2020-10-28 10:32:00,2020-11-10 09:43:00,8,10,RB,True,8,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,2.0,2.0,0.0,9.100000000000001,2.0,1.0,2.0,9.100000000000001,4.550000000000001,4.800000000000001,34.61538461538461,36.53846153846153,35.86538461538461,-14.134615384615387,True,Ordinary,False,False,False,False,False,Post Mahomes
W00635,2020,Post Mahomes,Marvin Jones Jr.,marvinjones,Free Agent,2020-11-04 06:06:00,,9,,WR,True,9,BEFORE_GAME_DATE,5.0,5.0,0.0,5.0,5.0,5.0,0.0,67.9,5.0,1.0,5.0,67.9,13.580000000000002,21.6,88.23529411764706,70.58823529411765,76.76470588235294,26.764705882352942,True,Good Pickup,True,True,False,False,False,Post Mahomes
W00637,2020,Post Mahomes,Mike Williams,mikewilliams,Waiver,2020-11-04 03:42:00,,9,,WR,True,9,BEFORE_GAME_DATE,5.0,5.0,0.0,5.0,5.0,5.0,0.0,41.0,5.0,1.0,5.0,41.0,8.2,15.2,50.0,58.82352941176471,55.735294117647065,5.735294117647065,True,Ordinary,True,False,False,False,False,Post Mahomes
W00639,2020,Post Mahomes,Nick Chubb,nickchubb,Waiver,2020-10-10 02:37:00,,5,,RB,True,5,BEFORE_GAME_DATE,9.0,9.0,1.0,8.0,4.0,8.0,0.0,72.2,4.0,1.0,8.0,72.2,9.025,25.1,65.38461538461539,90.38461538461539,81.63461538461539,31.634615384615387,True,Good Pickup,True,True,False,False,False,Post Mahomes
W00641,2020,Post Mahomes,Rex Burkhead,rexburkhead,Free Agent,2020-11-15 11:06:00,2020-11-24 11:11:00,10,12,RB,True,10,SAME_DAY_AS_GAME,3.0,2.0,0.0,2.0,2.0,2.0,0.0,22.8,2.0,1.0,2.0,22.8,11.4,20.6,78.84615384615384,65.38461538461539,70.09615384615384,20.09615384615384,True,Ordinary,True,False,False,False,False,Post Mahomes
W00649,2020,Post Mahomes,Wayne Gallman,waynegallman,Free Agent,2020-11-02 08:38:00,2020-11-03 08:42:00,8,9,RB,True,8,SAME_DAY_AS_GAME,2.0,1.0,0.0,1.0,2.0,1.0,0.0,12.7,1.0,1.0,1.0,12.7,12.7,12.7,84.61538461538461,46.15384615384615,59.61538461538461,9.615384615384613,True,Ordinary,True,False,False,False,False,Post Mahomes
W00650,2020,The Big Gronkowski,Antonio Brown,antoniobrown,Free Agent,2020-10-21 15:09:00,,7,,WR,True,7,BEFORE_GAME_DATE,7.0,7.0,1.0,6.0,4.0,6.0,0.0,26.6,4.0,1.0,6.0,26.6,4.433333333333334,10.100000000000001,29.411764705882355,47.05882352941176,40.88235294117647,-9.117647058823529,True,Ordinary,False,False,False,False,False,The Big Gronkowski
W00651,2020,The Big Gronkowski,Cam Newton,camnewton,Free Agent,2020-11-22 09:19:00,2020-12-04 03:35:00,11,13,QB,True,11,SAME_DAY_AS_GAME,3.0,2.0,0.0,2.0,3.0,2.0,0.0,27.160000000000004,2.0,1.0,2.0,27.160000000000004,13.580000000000002,21.200000000000003,30.434782608695656,60.86956521739131,50.21739130434783,0.21739130434782794,True,Ordinary,True,False,False,False,False,The Big Gronkowski
W00653,2020,The Big Gronkowski,Kerryon Johnson,kerryonjohnson,Free Agent,2020-12-06 10:54:00,,13,,RB,True,13,SAME_DAY_AS_GAME,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.1,1.0,1.0,1.0,2.1,2.1,2.1,19.230769230769234,17.307692307692307,17.980769230769234,-32.01923076923077,False,Poor Pickup,False,False,False,False,False,The Big Gronkowski
W00654,2020,The Big Gronkowski,Matt Ryan,mattryan,Waiver,2020-12-04 03:35:00,,13,,QB,True,13,BEFORE_GAME_DATE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,14.92,1.0,1.0,1.0,14.92,14.92,14.92,39.130434782608695,34.78260869565217,36.30434782608695,-13.695652173913047,True,Ordinary,False,False,False,False,False,The Big Gronkowski
W00658,2020,ThreatLevelMidnight,Alexander Mattison,alexandermattison,Waiver,2020-10-15 05:17:00,2020-10-20 09:28:00,6,7,RB,True,6,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.5,1.0,1.0,1.0,3.5,3.5,3.5,26.923076923076923,19.230769230769234,21.923076923076927,-28.076923076923073,False,Poor Pickup,False,False,False,False,False,ThreatLevelMidnight
W00659,2020,ThreatLevelMidnight,Andy Dalton,andydalton,Free Agent,2020-10-15 13:50:00,2020-10-20 09:28:00,6,7,QB,True,6,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,15.040000000000001,1.0,1.0,1.0,15.040000000000001,15.040000000000001,15.040000000000001,47.82608695652174,43.47826086956522,45.0,-5.0,True,Ordinary,False,False,False,False,False,ThreatLevelMidnight
W00664,2020,ThreatLevelMidnight,Carlos Hyde,carloshyde,Free Agent,2020-10-28 20:55:00,2020-11-04 16:24:00,8,9,RB,True,8,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,7.692307692307692,-42.30769230769231,False,Waiver Bust,False,False,False,False,True,ThreatLevelMidnight
W00665,2020,ThreatLevelMidnight,Carson Wentz,carsonwentz,Free Agent,2020-10-21 10:26:00,2020-11-04 06:48:00,7,9,QB,True,7,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,2.0,2.0,0.0,47.379999999999995,2.0,1.0,2.0,47.379999999999995,23.689999999999998,32.76,78.26086956521739,73.91304347826086,75.43478260869566,25.434782608695656,True,Good Pickup,True,True,False,False,False,ThreatLevelMidnight
