year,team,meaningful_acquisitions,avg_waiver_value,total_waiver_value,total_positive_value,positive_rate,good_rate,elite_finds,bust_rate,production_points
2023,malle_dips_pouches,5,0.4507575757575715,2.2537878787878576,31.837121212121197,60.0,0.0,0,0.0,94.39999999999999
2024,Buttermilk Puuump,4,0.75,3.0,21.33333333333333,50.0,0.0,0,0.0,81.4
2024,Ginger FC,7,10.885725257845069,76.20007680491548,115.20929339477726,57.14285714285714,28.57142857142857,1,0.0,454.84
2024,Joe Mantegna,7,20.58004169409699,144.06029185867894,151.97695852534562,85.71428571428571,42.857142857142854,1,0.0,480.94
2024,Malle ❤️ 🐸,3,18.84024577572965,56.52073732718895,56.52073732718895,100.0,33.33333333333333,0,0.0,79.5
2024,Patty Primetimes,3,36.56810035842294,109.70430107526882,109.70430107526882,100.0,100.0,1,0.0,286.78000000000003
2024,Pop Lockett Drop it,2,-15.322580645161288,-30.645161290322577,0.0,0.0,0.0,0,0.0,20.9
2024,Post Mahomes,7,10.821812596006145,75.75268817204302,122.41935483870968,57.14285714285714,28.57142857142857,1,0.0,309.92
2024,The Big Gronkowski,4,10.367127496159753,41.46850998463901,63.5652841781874,75.0,25.0,0,0.0,133.8
2024,ThreatLevelMidnight,11,11.874738165060744,130.62211981566819,183.53878648233484,72.72727272727273,36.36363636363637,1,0.0,639.38
2024,Uncle Rico,2,21.994047619047613,43.98809523809523,43.98809523809523,100.0,50.0,0,0.0,227.62
2024,Voldemort,4,-6.136904761904764,-24.547619047619055,42.14285714285714,25.0,25.0,1,0.0,128.28
2024,malle_dips_pouches,6,17.675179211469537,106.05107526881721,106.05107526881721,100.0,0.0,0,0.0,289.02000000000004
2025,Buttermilk Puuump,1,38.611111111111114,38.611111111111114,38.611111111111114,100.0,100.0,0,0.0,85.0
2025,Ginger FC,2,7.320261437908499,14.640522875816998,31.111111111111114,50.0,50.0,0,0.0,94.02000000000001
2025,Joe Mantegna,6,14.226038241383511,85.35622944830106,111.49068322981367,66.66666666666666,50.0,1,0.0,299.74
2025,Malle ❤️ 🐸,6,12.002412075941484,72.0144724556489,89.68954248366012,66.66666666666666,33.33333333333333,0,0.0,350.52
2025,Patty Primetimes,3,-3.9993098688750877,-11.997929606625263,3.4782608695652186,33.33333333333333,0.0,0,0.0,45.7
2025,Pop Lockett Drop it,9,18.438420456749526,165.94578411074573,186.81534932813705,77.77777777777779,44.44444444444444,1,0.0,622.24
2025,Post Mahomes,7,17.05953395851094,119.41673770957658,129.06659765355417,71.42857142857143,28.57142857142857,0,0.0,343.21999999999997
2025,The Big Gronkowski,5,-2.923395445134574,-14.61697722567287,40.859213250517605,60.0,20.0,0,20.0,131.9
2025,ThreatLevelMidnight,8,25.507753826168145,204.06203060934516,204.06203060934516,100.0,50.0,1,0.0,427.65999999999997
2025,Uncle Rico,4,6.289428815004262,25.15771526001705,70.80988917306053,75.0,25.0,0,25.0,319.32
2025,Voldemort,6,2.4264705882352966,14.558823529411779,50.94771241830067,50.0,0.0,0,0.0,217.82
2025,malle_dips_pouches,2,31.413043478260867,62.826086956521735,62.826086956521735,100.0,100.0,0,0.0,98.80000000000001
