year,date,team,added_player,acquisition_type,dropped_player,raw_text
2022,"Dec 4, 8:10 am",Joe Mantegna,Zay Jones,Free Agent,Mack Hollins,"

	
Zay Jones Hou - WR
Free Agent
Mack Hollins NE - WR
To Waivers
	
Joe Mantegna
Dec 4, 8:10 am"
2022,"Dec 3, 8:21 pm",Patty Primetimes,Jameson Williams,Free Agent,Mecole Hardman Jr.,"

	
Jameson Williams Det - WR SUSP
Free Agent
Mecole Hardman Jr. Buf - WR Q
To Waivers
	
Patty Primetimes
Dec 3, 8:21 pm"
2022,"Dec 3, 8:21 pm",Patty Primetimes,JaMycal Hasty,Free Agent,Kadarius Toney,"

	
JaMycal Hasty NE - RB
Free Agent
Kadarius Toney Cle - WR NA
To Waivers
	
Patty Primetimes
Dec 3, 8:21 pm"
2022,"Dec 3, 5:25 am",Post Mahomes,Taysom Hill,Free Agent,Hunter Henry,"

	
Taysom Hill NO - QB,TE NA
Free Agent
Hunter Henry NE - TE
To Waivers
	
Post Mahomes
Dec 3, 5:25 am"
2022,"Dec 2, 11:54 am",ThreatLevelMidnight,Tyler Conklin,Free Agent,,"
	
Tyler Conklin Det - TE
Free Agent
	
ThreatLevelMidnight
Dec 2, 11:54 am"
2022,"Dec 1, 6:29 pm",Joe Mantegna,Mack Hollins,Free Agent,Marquez Valdes-Scantling,"

	
Mack Hollins NE - WR
Free Agent
Marquez Valdes-Scantling Dal - WR
To Waivers
	
Joe Mantegna
Dec 1, 6:29 pm"
2022,"Dec 1, 4:49 pm",Ginger FC,Mike White,Free Agent,Devin Duvernay,"

	
Mike White Cin - QB NA
Free Agent
Devin Duvernay Ari - WR Q
To Waivers
	
Ginger FC
Dec 1, 4:49 pm"
2022,"Nov 30, 2:50 pm",ThreatLevelMidnight,Jordan Mason,Free Agent,Alexander Mattison,"

	
Jordan Mason Min - RB
Free Agent
Alexander Mattison Mia - RB NA
To Waivers
	
ThreatLevelMidnight
Nov 30, 2:50 pm"
2022,"Nov 30, 2:00 pm",ThreatLevelMidnight,,,Elijah Mitchell,"
	
Elijah Mitchell KC - RB NA
To Waivers
	
ThreatLevelMidnight
Nov 30, 2:00 pm"
2022,"Nov 30, 10:40 am",Ginger FC,Packers,Free Agent,Colts,"

	
Packers GB - DEF
Free Agent
Colts Ind - DEF
To Waivers
	
Ginger FC
Nov 30, 10:40 am"
2022,"Nov 30, 10:38 am",Malle ❤️ 🐸,Browns,Free Agent,Dolphins,"

	
Browns Cle - DEF
Free Agent
Dolphins Mia - DEF
To Waivers
	
Malle ❤️ 🐸
Nov 30, 10:38 am"
2022,"Nov 30, 7:26 am",Post Mahomes,Hunter Henry,Free Agent,Jaylen Warren,"

	
Hunter Henry NE - TE
Free Agent
Jaylen Warren Pit - RB
To Waivers
	
Post Mahomes
Nov 30, 7:26 am"
2022,"Nov 30, 3:20 am",Voldemort,Bam Knight,Waiver,Taysom Hill,"

	
Bam Knight Ari - RB
Waiver
Taysom Hill NO - QB,TE NA
To Waivers
	
Voldemort
Nov 30, 3:20 am"
2022,"Nov 30, 3:20 am",ThreatLevelMidnight,Alexander Mattison,Waiver,,"
	
Alexander Mattison Mia - RB NA
Waiver
	
ThreatLevelMidnight
Nov 30, 3:20 am"
2022,"Nov 30, 3:20 am",Pop Lockett Drop it,Chargers,Waiver,Broncos,"

	
Chargers LAC - DEF
Waiver
Broncos Den - DEF
To Waivers
	
Pop Lockett Drop it
Nov 30, 3:20 am"
2022,"Nov 30, 3:20 am",Patty Primetimes,Seahawks,Waiver,Titans,"

	
Seahawks Sea - DEF
Waiver
Titans Ten - DEF
To Waivers
	
Patty Primetimes
Nov 30, 3:20 am"
2022,"Nov 29, 5:55 pm",Voldemort,,,Deon Jackson,"
	
Deon Jackson Det - RB NA
To Waivers
	
Voldemort
Nov 29, 5:55 pm"
2022,"Nov 28, 11:16 am",Post Mahomes,Jaylen Warren,Free Agent,,"
	
Jaylen Warren Pit - RB
Free Agent
	
Post Mahomes
Nov 28, 11:16 am"
2022,"Nov 28, 11:16 am",Post Mahomes,,,Odell Beckham Jr.,"
	
Odell Beckham Jr. NYG - WR
To Waivers
	
Post Mahomes
Nov 28, 11:16 am"
2022,"Nov 28, 10:02 am",ThreatLevelMidnight,,,Jameson Williams,"
	
Jameson Williams Det - WR SUSP
To Waivers
	
ThreatLevelMidnight
Nov 28, 10:02 am"
2022,"Nov 27, 8:11 pm",Voldemort,Deon Jackson,Free Agent,Darnell Mooney,"

	
Deon Jackson Det - RB NA
Free Agent
Darnell Mooney NYG - WR Q
To Waivers
	
Voldemort
Nov 27, 8:11 pm"
2022,"Nov 27, 10:44 am",Pop Lockett Drop it,Tom Brady,Free Agent,Melvin Gordon III,"

	
Tom Brady TB - QB NA
Free Agent
Melvin Gordon III Bal - RB NA
To Waivers
	
Pop Lockett Drop it
Nov 27, 10:44 am"
2022,"Nov 25, 12:25 pm",Voldemort,Taysom Hill,Free Agent,Zach Ertz,"

	
Taysom Hill NO - QB,TE NA
Free Agent
Zach Ertz Was - TE NA
To Waivers
	
Voldemort
Nov 25, 12:25 pm"
2022,"Nov 24, 1:35 pm",Pop Lockett Drop it,Broncos,Free Agent,Bengals,"

	
Broncos Den - DEF
Free Agent
Bengals Cin - DEF
To Waivers
	
Pop Lockett Drop it
Nov 24, 1:35 pm"
2022,"Nov 23, 12:04 pm",Ginger FC,Colts,Free Agent,Rams,"

	
Colts Ind - DEF
Free Agent
Rams LAR - DEF
To Waivers
	
Ginger FC
Nov 23, 12:04 pm"
2022,"Nov 23, 10:30 am",Post Mahomes,Cam Akers,Free Agent,,"
	
Cam Akers Sea - RB NA
Free Agent
	
Post Mahomes
Nov 23, 10:30 am"
2022,"Nov 23, 4:14 am",ThreatLevelMidnight,Jameson Williams,Free Agent,,"
	
Jameson Williams Det - WR SUSP
Free Agent
	
ThreatLevelMidnight
Nov 23, 4:14 am"
2022,"Nov 23, 4:14 am",ThreatLevelMidnight,Treylon Burks,Free Agent,Kenyan Drake,"

	
Treylon Burks Was - WR
Free Agent
Kenyan Drake Bal - RB NA
To Waivers
	
ThreatLevelMidnight
Nov 23, 4:14 am"
2022,"Nov 23, 2:31 am",Voldemort,Samaje Perine,Waiver,Keaontay Ingram,"

	
Samaje Perine Cin - RB
Waiver
Keaontay Ingram KC - RB NA
To Waivers
	
Voldemort
Nov 23, 2:31 am"
2022,"Nov 23, 2:31 am",Malle ❤️ 🐸,Dolphins,Waiver,Raiders,"

	
Dolphins Mia - DEF
Waiver
Raiders LV - DEF
To Waivers
	
Malle ❤️ 🐸
Nov 23, 2:31 am"
2022,"Nov 23, 2:31 am",ThreatLevelMidnight,Latavius Murray,Waiver,Isaiah Likely,"

	
Latavius Murray Buf - RB NA
Waiver
Isaiah Likely NYG - TE
To Waivers
	
ThreatLevelMidnight
Nov 23, 2:31 am"
2022,"Nov 22, 8:52 am",Post Mahomes,,,Russell Wilson,"
	
Russell Wilson NYG - QB NA
To Waivers
	
Post Mahomes
Nov 22, 8:52 am"
2022,"Nov 21, 5:42 pm",Voldemort,Keaontay Ingram,Free Agent,Isaiah Spiller,"

	
Keaontay Ingram KC - RB NA
Free Agent
Isaiah Spiller LV - RB NA
To Waivers
	
Voldemort
Nov 21, 5:42 pm"
2022,"Nov 21, 3:16 pm",Uncle Rico,,,Kyle Pitts Sr.,"
	
Kyle Pitts Sr. Atl - TE Q
To Waivers
	
Uncle Rico
Nov 21, 3:16 pm"
2022,"Nov 20, 7:19 pm",Voldemort,Isaiah Spiller,Free Agent,,"

	
Isaiah Spiller LV - RB NA
Free Agent
Tre' McKitty Was - TE
To Free Agent
	
Voldemort
Nov 20, 7:19 pm"
2022,"Nov 20, 6:28 pm",Voldemort,Tre' McKitty,Free Agent,,"

	
Tre' McKitty Was - TE
Free Agent
Alexander Mattison Mia - RB NA
To Free Agent
	
Voldemort
Nov 20, 6:28 pm"
2022,"Nov 20, 2:46 pm",Voldemort,Alexander Mattison,Free Agent,Chuba Hubbard,"

	
Alexander Mattison Mia - RB NA
Free Agent
Chuba Hubbard Car - RB
To Waivers
	
Voldemort
Nov 20, 2:46 pm"
2022,"Nov 20, 11:51 am",Voldemort,Cameron Dicker,Free Agent,Nick Folk,"

	
Cameron Dicker LAC - K
Free Agent
Nick Folk Atl - K
To Waivers
	
Voldemort
Nov 20, 11:51 am"
2022,"Nov 20, 11:17 am",malle_dips_pouches,Jets,Free Agent,Kenny Pickett,"

	
Jets NYJ - DEF
Free Agent
Kenny Pickett Car - QB
To Waivers
	
malle_dips_pouches
Nov 20, 11:17 am"
2022,"Nov 20, 8:00 am",The Big Gronkowski,Darius Slayton,Free Agent,Isaiah McKenzie,"

	
Darius Slayton NYG - WR
Free Agent
Isaiah McKenzie Mia - WR NA
To Waivers
	
The Big Gronkowski
Nov 20, 8:00 am"
2022,"Nov 19, 2:17 am",Pop Lockett Drop it,Eno Benjamin,Waiver,Jaylen Warren,"

	
Eno Benjamin NO - RB NA
Waiver
Jaylen Warren Pit - RB
To Waivers
	
Pop Lockett Drop it
Nov 19, 2:17 am"
2022,"Nov 19, 2:17 am",Joe Mantegna,Greg Dulcich,Waiver,Robert Woods,"

	
Greg Dulcich Mia - TE Q
Waiver
Robert Woods Pit - WR NA
To Waivers
	
Joe Mantegna
Nov 19, 2:17 am"
2022,"Nov 18, 6:46 pm",Voldemort,Chuba Hubbard,Free Agent,Dontrell Hilliard,"

	
Chuba Hubbard Car - RB
Free Agent
Dontrell Hilliard Ten - RB NA
To Waivers
	
Voldemort
Nov 18, 6:46 pm"
2022,"Nov 17, 6:21 pm",Joe Mantegna,Commanders,Free Agent,Dolphins,"

	
Commanders Was - DEF
Free Agent
Dolphins Mia - DEF
To Waivers
	
Joe Mantegna
Nov 17, 6:21 pm"
2022,"Nov 17, 6:17 pm",Joe Mantegna,Foster Moreau,Free Agent,Cade Otton,"

	
Foster Moreau Hou - TE Q
Free Agent
Cade Otton TB - TE
To Waivers
	
Joe Mantegna
Nov 17, 6:17 pm"
2022,"Nov 17, 7:34 am",Post Mahomes,Russell Wilson,Free Agent,Davis Mills,"

	
Russell Wilson NYG - QB NA
Free Agent
Davis Mills Hou - QB
To Waivers
	
Post Mahomes
Nov 17, 7:34 am"
2022,"Nov 16, 12:44 pm",Voldemort,Dontrell Hilliard,Free Agent,,"

	
Dontrell Hilliard Ten - RB NA
Free Agent
Foster Moreau Hou - TE Q
To Free Agent
	
Voldemort
Nov 16, 12:44 pm"
2022,"Nov 16, 10:22 am",Pop Lockett Drop it,Bengals,Free Agent,Saints,"

	
Bengals Cin - DEF
Free Agent
Saints NO - DEF
To Waivers
	
Pop Lockett Drop it
Nov 16, 10:22 am"
2022,"Nov 16, 7:12 am",Post Mahomes,Davis Mills,Free Agent,,"
	
Davis Mills Hou - QB
Free Agent
	
Post Mahomes
Nov 16, 7:12 am"
2022,"Nov 16, 6:30 am",Uncle Rico,Robbie Gould,Free Agent,Jason Myers,"

	
Robbie Gould SF - K NA
Free Agent
Jason Myers Sea - K
To Waivers
	
Uncle Rico
Nov 16, 6:30 am"
2022,"Nov 16, 6:17 am",ThreatLevelMidnight,Isaiah Likely,Free Agent,,"
	
Isaiah Likely NYG - TE
Free Agent
	
ThreatLevelMidnight
Nov 16, 6:17 am"
2022,"Nov 16, 3:45 am",Voldemort,Foster Moreau,Free Agent,,"
	
Foster Moreau Hou - TE Q
Free Agent
	
Voldemort
Nov 16, 3:45 am"
2022,"Nov 16, 2:37 am",Uncle Rico,Jerick McKinnon,Waiver,Clyde Edwards-Helaire,"

	
Jerick McKinnon KC - RB NA
Waiver
Clyde Edwards-Helaire KC - RB NA
To Waivers
	
Uncle Rico
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",Uncle Rico,DeAndre Carter,Waiver,Wan'Dale Robinson,"

	
DeAndre Carter Cle - WR NA
Waiver
Wan'Dale Robinson Ten - WR Q
To Waivers
	
Uncle Rico
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",Pop Lockett Drop it,Allen Robinson,Waiver,Romeo Doubs,"

	
Allen Robinson Det - WR NA
Waiver
Romeo Doubs NE - WR
To Waivers
	
Pop Lockett Drop it
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",Uncle Rico,Parris Campbell,Waiver,Eno Benjamin,"

	
Parris Campbell Dal - WR NA
Waiver
Eno Benjamin NO - RB NA
To Waivers
	
Uncle Rico
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",Pop Lockett Drop it,Evan McPherson,Waiver,Cameron Dicker,"

	
Evan McPherson Cin - K
Waiver
Cameron Dicker LAC - K
To Waivers
	
Pop Lockett Drop it
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",Patty Primetimes,Deshaun Watson,Waiver,Latavius Murray,"

	
Deshaun Watson Cle - QB
Waiver
Latavius Murray Buf - RB NA
To Waivers
	
Patty Primetimes
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",Ginger FC,Donovan Peoples-Jones,Waiver,Mark Ingram II,"

	
Donovan Peoples-Jones NO - WR NA
Waiver
Mark Ingram II NO - RB NA
To Waivers
	
Ginger FC
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",Voldemort,Christian Watson,Waiver,,"
	
Christian Watson GB - WR
Waiver
	
Voldemort
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",The Big Gronkowski,Ravens,Waiver,Brandon McManus,"

	
Ravens Bal - DEF
Waiver
Brandon McManus GB - K NA
To Waivers
	
The Big Gronkowski
Nov 16, 2:37 am"
2022,"Nov 16, 2:37 am",Uncle Rico,Cole Kmet,Waiver,Greg Dulcich,"

	
Cole Kmet Chi - TE
Waiver
Greg Dulcich Mia - TE Q
To Waivers
	
Uncle Rico
Nov 16, 2:37 am"
2022,"Nov 15, 5:10 pm",Voldemort,,,Ryan Succop,"
	
Ryan Succop TB - K NA
To Waivers
	
Voldemort
Nov 15, 5:10 pm"
2022,"Nov 15, 8:15 am",ThreatLevelMidnight,,,Evan Engram,"
	
Evan Engram Den - TE
To Waivers
	
ThreatLevelMidnight
Nov 15, 8:15 am"
2022,"Nov 15, 8:15 am",ThreatLevelMidnight,,,Giants,"
	
Giants NYG - DEF
To Waivers
	
ThreatLevelMidnight
Nov 15, 8:15 am"
2022,"Nov 15, 7:57 am",Post Mahomes,,,Kenny Gainwell,"
	
Kenny Gainwell TB - RB
To Waivers
	
Post Mahomes
Nov 15, 7:57 am"
2022,"Nov 14, 2:02 pm",Post Mahomes,Kenny Gainwell,Free Agent,,"
	
Kenny Gainwell TB - RB
Free Agent
	
Post Mahomes
Nov 14, 2:02 pm"
2022,"Nov 14, 1:42 pm",Post Mahomes,,,Tom Brady,"
	
Tom Brady TB - QB NA
To Waivers
	
Post Mahomes
Nov 14, 1:42 pm"
2022,"Nov 14, 5:51 am",Voldemort,Nick Folk,Free Agent,Russell Wilson,"

	
Nick Folk Atl - K
Free Agent
Russell Wilson NYG - QB NA
To Waivers
	
Voldemort
Nov 14, 5:51 am"
2022,"Nov 13, 1:02 pm",Big Sack Jack,Jake Elliott,Free Agent,Hunter Henry,"

	
Jake Elliott Phi - K
Free Agent
Hunter Henry NE - TE
To Waivers
	
Big Sack Jack
Nov 13, 1:02 pm"
2022,"Nov 13, 12:05 pm",Pop Lockett Drop it,Cameron Dicker,Free Agent,Matt Prater,"

	
Cameron Dicker LAC - K
Free Agent
Matt Prater Buf - K NA
To Waivers
	
Pop Lockett Drop it
Nov 13, 12:05 pm"
2022,"Nov 13, 11:39 am",malle_dips_pouches,Steelers,Free Agent,Ravens,"

	
Steelers Pit - DEF
Free Agent
Ravens Bal - DEF
To Waivers
	
malle_dips_pouches
Nov 13, 11:39 am"
2022,"Nov 13, 11:36 am",malle_dips_pouches,Kenny Pickett,Free Agent,Logan Thomas,"

	
Kenny Pickett Car - QB
Free Agent
Logan Thomas SF - TE NA
To Waivers
	
malle_dips_pouches
Nov 13, 11:36 am"
