year,week,player,player_position,match_player,nfl_name,nfl_team,nfl_position,gsis_id,yahoo_id,match_method
2017,1,A.J. Green,WR,a j green,A.J. Green,CIN,WR,00-0027942,24791,exact_week_normalized
2017,1,Aaron Rodgers,QB,aaron rodgers,Aaron Rodgers,GB,QB,00-0023459,7200,exact_week_normalized
2017,1,Adam Thielen,,adam thielen,Adam Thielen,MIN,WR,00-0030035,27277,exact_week_normalized
2017,1,Adam Vinatieri,K,adam vinatieri,Adam Vinatieri,IND,K,00-0016919,3727,exact_week_normalized
2017,1,Adrian Peterson,RB,adrian peterson,Adrian Peterson,NO,RB,00-0025394,8261,exact_week_normalized
2017,1,Allen Hurns,,allen hurns,Allen Hurns,JAX,WR,00-0030821,27874,exact_week_normalized
2017,1,Allen Robinson,WR,allen robinson,Allen Robinson,JAX,WR,00-0031428,27589,exact_week_normalized
2017,1,Alshon Jeffery,WR,alshon jeffery,Alshon Jeffery,PHI,WR,00-0029137,25755,exact_week_normalized
2017,1,Amari Cooper,WR,amari cooper,Amari Cooper,OAK,WR,00-0031544,28392,exact_week_normalized
2017,1,Ameer Abdullah,,ameer abdullah,Ameer Abdullah,DET,RB,00-0032104,28442,exact_week_normalized
2017,1,Andrew Luck,,andrew luck,Andrew Luck,IND,QB,00-0029668,25711,exact_week_normalized
2017,1,Andy Dalton,,andy dalton,Andy Dalton,CIN,QB,00-0027973,24822,exact_week_normalized
2017,1,Antonio Brown,WR,antonio brown,Antonio Brown,PIT,WR,00-0027793,24171,exact_week_normalized
2017,1,Antonio Gates,,antonio gates,Antonio Gates,LAC,TE,00-0021547,6663,exact_week_normalized
2017,1,Austin Hooper,TE,austin hooper,Austin Hooper,ATL,TE,00-0032392,29315,exact_week_normalized
2017,1,Ben Roethlisberger,QB,ben roethlisberger,Ben Roethlisberger,PIT,QB,00-0022924,6770,exact_week_normalized
2017,1,Bilal Powell,,bilal powell,Bilal Powell,NYJ,RB,00-0028064,24913,exact_week_normalized
2017,1,Brandin Cooks,WR,brandin cooks,Brandin Cooks,NE,WR,00-0031236,27548,exact_week_normalized
2017,1,Brandon Marshall,,brandon marshall,Brandon Marshall,NYG,WR,00-0024334,7868,exact_week_normalized
2017,1,C.J. Anderson,RB,c j anderson,C.J. Anderson,DEN,RB,00-0029854,26878,exact_week_normalized
2017,1,C.J. Fiedorowicz,,c j fiedorowicz,C.J. Fiedorowicz,HOU,TE,00-0031302,27593,exact_week_normalized
2017,1,C.J. Prosise,,c j prosise,C.J. Prosise,SEA,RB,00-0032393,29324,exact_week_normalized
2017,1,Cairo Santos,K,cairo santos,Cairo Santos,KC,K,00-0031203,28227,exact_week_normalized
2017,1,Cam Newton,,cam newton,Cam Newton,CAR,QB,00-0027939,24788,exact_week_normalized
2017,1,Carlos Hyde,RB,carlos hyde,Carlos Hyde,SF,RB,00-0031045,27585,exact_week_normalized
2017,1,Carson Palmer,QB,carson palmer,Carson Palmer,ARI,QB,00-0021429,6337,exact_week_normalized
2017,1,Carson Wentz,,carson wentz,Carson Wentz,PHI,QB,00-0032950,29236,exact_week_normalized
2017,1,Charles Clay,,charles clay,Charles Clay,BUF,TE,00-0028112,24961,exact_week_normalized
2017,1,Chris Boswell,K,chris boswell,Chris Boswell,PIT,K,00-0031136,28188,exact_week_normalized
2017,1,Chris Hogan,,chris hogan,Chris Hogan,NE,WR,00-0028237,25178,exact_week_normalized
2017,1,Christian McCaffrey,RB,christian mccaffrey,Christian McCaffrey,CAR,RB,00-0033280,30121,exact_week_normalized
2017,1,Coby Fleener,TE,coby fleener,Coby Fleener,NO,TE,00-0029697,25744,exact_week_normalized
2017,1,Cole Beasley,,cole beasley,Cole Beasley,DAL,WR,00-0029000,26060,exact_week_normalized
2017,1,Corey Coleman,,corey coleman,Corey Coleman,CLE,WR,00-0032966,29249,exact_week_normalized
2017,1,Corey Davis,,corey davis,Corey Davis,TEN,WR,00-0033871,30118,exact_week_normalized
2017,1,Dak Prescott,QB,dak prescott,Dak Prescott,DAL,QB,00-0033077,29369,exact_week_normalized
2017,1,Dalvin Cook,RB,dalvin cook,Dalvin Cook,MIN,RB,00-0033893,30154,exact_week_normalized
2017,1,Dan Bailey,K,dan bailey,Dan Bailey,DAL,K,00-0028660,25427,exact_week_normalized
2017,1,Danny Amendola,,danny amendola,Danny Amendola,NE,WR,00-0026035,9037,exact_week_normalized
2017,1,Danny Woodhead,RB,danny woodhead,Danny Woodhead,BAL,RB,00-0026019,9560,exact_week_normalized
2017,1,Darren McFadden,,darren mcfadden,Darren McFadden,DAL,RB,00-0026144,8781,exact_week_normalized
2017,1,Darren Sproles,,darren sproles,Darren Sproles,PHI,RB,00-0023564,7306,exact_week_normalized
2017,1,Davante Adams,WR,davante adams,Davante Adams,GB,WR,00-0031381,27581,exact_week_normalized
2017,1,David Johnson,RB,david johnson,David Johnson,PIT,TE,00-0026957,9505,exact_week_normalized
2017,1,DeAndre Hopkins,WR,deandre hopkins,DeAndre Hopkins,HOU,WR,00-0030564,26650,exact_week_normalized
2017,1,DeMarco Murray,RB,demarco murray,DeMarco Murray,TEN,RB,00-0028009,24858,exact_week_normalized
2017,1,DeSean Jackson,,desean jackson,DeSean Jackson,TB,WR,00-0026189,8826,inferred_next
2017,1,DeVante Parker,,devante parker,DeVante Parker,MIA,WR,00-0031547,28402,inferred_next
2017,1,Delanie Walker,TE,delanie walker,Delanie Walker,TEN,TE,00-0024389,7924,exact_week_normalized
2017,1,Demaryius Thomas,WR,demaryius thomas,Demaryius Thomas,DEN,WR,00-0027874,23997,exact_week_normalized
2017,1,Derek Carr,QB,derek carr,Derek Carr,OAK,QB,00-0031280,27564,exact_week_normalized
2017,1,Derrick Henry,RB,derrick henry,Derrick Henry,TEN,RB,00-0032764,29279,exact_week_normalized
2017,1,Devonta Freeman,RB,devonta freeman,Devonta Freeman,ATL,RB,00-0031285,27631,exact_week_normalized
2017,1,Dez Bryant,WR,dez bryant,Dez Bryant,DAL,WR,00-0027902,23999,exact_week_normalized
2017,1,Donte Moncrief,,donte moncrief,Donte Moncrief,IND,WR,00-0031339,27618,exact_week_normalized
2017,1,Doug Baldwin,WR,doug baldwin,Doug Baldwin,SEA,WR,00-0028434,25105,exact_week_normalized
2017,1,Doug Martin,,doug martin,Doug Martin,TB,RB,00-0029613,25741,inferred_next
2017,1,Drew Brees,QB,drew brees,Drew Brees,NO,QB,00-0020531,5479,exact_week_normalized
2017,1,Duke Johnson,,duke johnson,Duke Johnson,CLE,RB,00-0032257,28465,exact_week_normalized
2017,1,Dustin Hopkins,K,dustin hopkins,Dustin Hopkins,WAS,K,00-0030098,26800,exact_week_normalized
2017,1,Dwayne Allen,,dwayne allen,Dwayne Allen,NE,TE,00-0029689,25774,exact_week_normalized
2017,1,Eddie Lacy,,eddie lacy,Eddie Lacy,SEA,RB,00-0030485,26684,exact_week_normalized
2017,1,Eli Manning,,eli manning,Eli Manning,NYG,QB,00-0022803,6760,exact_week_normalized
2017,1,Emmanuel Sanders,WR,emmanuel sanders,Emmanuel Sanders,DEN,WR,00-0027685,24057,exact_week_normalized
2017,1,Eric Decker,WR,eric decker,Eric Decker,TEN,WR,00-0027690,24062,exact_week_normalized
2017,1,Eric Ebron,,eric ebron,Eric Ebron,DET,TE,00-0031387,27538,exact_week_normalized
2017,1,Ezekiel Elliott,RB,ezekiel elliott,Ezekiel Elliott,DAL,RB,00-0033045,29238,exact_week_normalized
2017,1,Frank Gore,,frank gore,Frank Gore,IND,RB,00-0023500,7241,exact_week_normalized
2017,1,Golden Tate,,golden tate,Golden Tate,DET,WR,00-0027891,24035,exact_week_normalized
2017,1,Greg Olsen,TE,greg olsen,Greg Olsen,CAR,TE,00-0025418,8285,exact_week_normalized
2017,1,Hunter Henry,TE,hunter henry,Hunter Henry,LAC,TE,00-0033090,29269,exact_week_normalized
2017,1,Isaiah Crowell,RB,isaiah crowell,Isaiah Crowell,CLE,RB,00-0030656,28014,exact_week_normalized
2017,1,Jack Doyle,,jack doyle,Jack Doyle,IND,TE,00-0030181,27299,exact_week_normalized
2017,1,Jacquizz Rodgers,,jacquizz rodgers,Jacquizz Rodgers,TB,RB,00-0028083,24932,inferred_next
2017,1,Jamaal Charles,,jamaal charles,Jamaal Charles,DEN,RB,00-0026213,8850,exact_week_normalized
2017,1,Jameis Winston,,jameis winston,Jameis Winston,TB,QB,00-0031503,28389,inferred_next
2017,1,James White,,james white,James White,NE,RB,00-0031062,27658,exact_week_normalized
2017,1,Jamison Crowder,,jamison crowder,Jamison Crowder,WAS,WR,00-0031941,28493,exact_week_normalized
2017,1,Jarvis Landry,,jarvis landry,Jarvis Landry,MIA,WR,00-0031382,27591,inferred_next
2017,1,Jay Ajayi,,jay ajayi,Jay Ajayi,MIA,RB,00-0031590,28537,inferred_next
2017,1,Jay Cutler,,jay cutler,Jay Cutler,MIA,QB,00-0024226,7760,inferred_next
2017,1,Jeremy Hill,,jeremy hill,Jeremy Hill,CIN,RB,00-0031301,27583,exact_week_normalized
2017,1,Jeremy Maclin,,jeremy maclin,Jeremy Maclin,BAL,WR,00-0026995,9283,exact_week_normalized
2017,1,Jimmy Graham,TE,jimmy graham,Jimmy Graham,SEA,TE,00-0027696,24070,exact_week_normalized
2017,1,Joe Mixon,,joe mixon,Joe Mixon,CIN,RB,00-0033897,30161,exact_week_normalized
2017,1,John Brown,,john brown,John Brown,ARI,WR,00-0031051,27619,exact_week_normalized
2017,1,Jonathan Stewart,,jonathan stewart,Jonathan Stewart,CAR,RB,00-0026153,8790,exact_week_normalized
2017,1,Jordan Howard,RB,jordan howard,Jordan Howard,CHI,RB,00-0032780,29384,exact_week_normalized
2017,1,Jordan Matthews,WR,jordan matthews,Jordan Matthews,BUF,WR,00-0031299,27570,exact_week_normalized
2017,1,Jordan Reed,TE,jordan reed,Jordan Reed,WAS,TE,00-0030472,26708,exact_week_normalized
2017,1,Jordy Nelson,WR,jordy nelson,Jordy Nelson,GB,WR,00-0026176,8813,exact_week_normalized
2017,1,Julio Jones,WR,julio jones,Julio Jones,ATL,WR,00-0027944,24793,exact_week_normalized
2017,1,Julius Thomas,,julius thomas,Julius Thomas,MIA,TE,00-0028067,24916,inferred_next
2017,1,Justin Tucker,K,justin tucker,Justin Tucker,BAL,K,00-0029597,26534,exact_week_normalized
2017,1,Kareem Hunt,RB,kareem hunt,Kareem Hunt,KC,RB,00-0033923,30199,exact_week_normalized
2017,1,Keenan Allen,,keenan allen,Keenan Allen,LAC,WR,00-0030279,26699,exact_week_normalized
2017,1,Kelvin Benjamin,WR,kelvin benjamin,Kelvin Benjamin,CAR,WR,00-0031359,27556,exact_week_normalized
2017,1,Kenny Britt,,kenny britt,Kenny Britt,CLE,WR,00-0027006,9294,exact_week_normalized
2017,1,Kenny Stills,,kenny stills,Kenny Stills,MIA,WR,00-0030085,26767,inferred_next
2017,1,Kevin White,WR,kevin white,Kevin White,CHI,WR,00-0031545,28395,exact_week_normalized
2017,1,Kirk Cousins,QB,kirk cousins,Kirk Cousins,WAS,QB,00-0029604,25812,exact_week_normalized
2017,1,Kyle Rudolph,TE,kyle rudolph,Kyle Rudolph,MIN,TE,00-0027981,24830,exact_week_normalized
2017,1,Lamar Miller,RB,lamar miller,Lamar Miller,HOU,RB,00-0029615,25807,exact_week_normalized
2017,1,Larry Fitzgerald,,larry fitzgerald,Larry Fitzgerald,ARI,WR,00-0022921,6762,exact_week_normalized
2017,1,Latavius Murray,,latavius murray,Latavius Murray,MIN,RB,00-0030513,26804,exact_week_normalized
2017,1,Le'Veon Bell,RB,le veon bell,Le'Veon Bell,PIT,RB,00-0030496,26671,exact_week_normalized
2017,1,LeGarrette Blount,,legarrette blount,LeGarrette Blount,PHI,RB,00-0027325,24318,exact_week_normalized
2017,1,LeSean McCoy,RB,lesean mccoy,LeSean McCoy,BUF,RB,00-0027029,9317,exact_week_normalized
2017,1,Leonard Fournette,RB,leonard fournette,Leonard Fournette,JAX,RB,00-0033856,30117,exact_week_normalized
2017,1,Marcus Mariota,QB,marcus mariota,Marcus Mariota,TEN,QB,00-0032268,28390,exact_week_normalized
2017,1,Mark Ingram II,RB,mark ingram,Mark Ingram,NO,RB,00-0027966,24815,exact_week_normalized
2017,1,Marshawn Lynch,RB,marshawn lynch,Marshawn Lynch,OAK,RB,00-0025399,8266,exact_week_normalized
2017,1,Martavis Bryant,,martavis bryant,Martavis Bryant,PIT,WR,00-0031373,27646,exact_week_normalized
2017,1,Martellus Bennett,TE,martellus bennett,Martellus Bennett,GB,TE,00-0026201,8838,exact_week_normalized
2017,1,Marvin Jones Jr.,,marvin jones,Marvin Jones,DET,WR,00-0029293,25876,exact_week_normalized
2017,1,Mason Crosby,K,mason crosby,Mason Crosby,GB,K,00-0025580,8447,exact_week_normalized
2017,1,Matt Bryant,K,matt bryant,Matt Bryant,ATL,K,00-0020578,6243,exact_week_normalized
2017,1,Matt Forte,,matt forte,Matt Forte,NYJ,RB,00-0026184,8821,exact_week_normalized
2017,1,Matt Prater,K,matt prater,Matt Prater,DET,K,00-0023853,8565,exact_week_normalized
2017,1,Matt Ryan,QB,matt ryan,Matt Ryan,ATL,QB,00-0026143,8780,exact_week_normalized
2017,1,Matthew Stafford,QB,matthew stafford,Matthew Stafford,DET,QB,00-0026498,9265,exact_week_normalized
2017,1,Melvin Gordon III,RB,melvin gordon,Melvin Gordon,LAC,RB,00-0032144,28403,exact_week_normalized
2017,1,Michael Crabtree,WR,michael crabtree,Michael Crabtree,OAK,WR,00-0026986,9274,exact_week_normalized
2017,1,Michael Thomas,WR,michael thomas,Michael Thomas,NO,WR,00-0032765,29281,exact_week_normalized
2017,1,Mike Evans,,mike evans,Mike Evans,TB,WR,00-0031408,27535,inferred_next
2017,1,Mike Gillislee,,mike gillislee,Mike Gillislee,NE,RB,00-0030433,26787,exact_week_normalized
2017,1,Mike Wallace,,mike wallace,Mike Wallace,BAL,WR,00-0026901,9348,exact_week_normalized
2017,1,O.J. Howard,,o j howard,O.J. Howard,TB,TE,00-0033879,30132,inferred_next
2017,1,Odell Beckham Jr.,WR,odell beckham,Odell Beckham,NYG,WR,00-0031235,27540,exact_week_normalized
2017,1,Paul Perkins,,paul perkins,Paul Perkins,NYG,RB,00-0032417,29383,exact_week_normalized
2017,1,Philip Rivers,,philip rivers,Philip Rivers,LAC,QB,00-0022942,6763,exact_week_normalized
2017,1,Pierre Garcon,WR,pierre garcon,Pierre Garcon,SF,WR,00-0026345,8982,exact_week_normalized
2017,1,Randall Cobb,,randall cobb,Randall Cobb,GB,WR,00-0028002,24851,exact_week_normalized
2017,1,Rex Burkhead,,rex burkhead,Rex Burkhead,NE,RB,00-0030288,26813,exact_week_normalized
2017,1,Rishard Matthews,,rishard matthews,Rishard Matthews,TEN,WR,00-0029580,25937,exact_week_normalized
2017,1,Rob Gronkowski,TE,rob gronkowski,Rob Gronkowski,NE,TE,00-0027656,24017,exact_week_normalized
2017,1,Rob Kelley,,rob kelley,Rob Kelley,WAS,RB,00-0032371,29694,exact_week_normalized
2017,1,Robbie Chosen,,robby anderson,Robby Anderson,NYJ,WR,00-0032688,29785,exact_week_normalized
2017,1,Robert Turbin,,robert turbin,Robert Turbin,IND,RB,00-0029273,25816,exact_week_normalized
2017,1,Russell Wilson,QB,russell wilson,Russell Wilson,SEA,QB,00-0029263,25785,exact_week_normalized
2017,1,Sammy Watkins,,sammy watkins,Sammy Watkins,LA,WR,00-0031325,27532,exact_week_normalized
2017,1,Stefon Diggs,,stefon diggs,Stefon Diggs,MIN,WR,00-0031588,28534,exact_week_normalized
2017,1,Stephen Gostkowski,K,stephen gostkowski,Stephen Gostkowski,NE,K,00-0024333,7867,exact_week_normalized
2017,1,Stephen Hauschka,K,stephen hauschka,Stephen Hauschka,BUF,K,00-0025944,9066,exact_week_normalized
2017,1,Sterling Shepard,,sterling shepard,Sterling Shepard,NYG,WR,00-0032385,29274,exact_week_normalized
2017,1,T.Y. Hilton,,t y hilton,T.Y. Hilton,IND,WR,00-0029608,25802,exact_week_normalized
2017,1,Ted Ginn Jr.,,ted ginn,Ted Ginn,NO,WR,00-0025396,8263,exact_week_normalized
2017,1,Terrance West,,terrance west,Terrance West,BAL,RB,00-0031375,27622,exact_week_normalized
2017,1,Terrelle Pryor Sr.,WR,terrelle pryor,Terrelle Pryor,WAS,WR,00-0028825,25681,exact_week_normalized
2017,1,Tevin Coleman,RB,tevin coleman,Tevin Coleman,ATL,RB,00-0032058,28461,exact_week_normalized
2017,1,Theo Riddick,,theo riddick,Theo Riddick,DET,RB,00-0030107,26822,exact_week_normalized
2017,1,Thomas Rawls,,thomas rawls,Thomas Rawls,SEA,RB,00-0031897,28714,exact_week_normalized
2017,1,Todd Gurley,RB,todd gurley,Todd Gurley,LA,RB,00-0032241,28398,exact_week_normalized
2017,1,Tom Brady,QB,tom brady,Tom Brady,NE,QB,00-0019596,5228,exact_week_normalized
2017,1,Travis Kelce,TE,travis kelce,Travis Kelce,KC,TE,00-0030506,26686,exact_week_normalized
2017,1,Ty Montgomery II,RB,ty montgomery,Ty Montgomery,GB,RB,00-0032200,28482,exact_week_normalized
2017,1,Tyler Eifert,TE,tyler eifert,Tyler Eifert,CIN,TE,00-0030549,26644,exact_week_normalized
2017,1,Tyler Lockett,,tyler lockett,Tyler Lockett,SEA,WR,00-0032211,28457,exact_week_normalized
2017,1,Tyreek Hill,WR,tyreek hill,Tyreek Hill,KC,WR,00-0033040,29399,exact_week_normalized
2017,1,Tyrell Williams,,tyrell williams,Tyrell Williams,LAC,WR,00-0032160,28691,exact_week_normalized
2017,1,Tyrod Taylor,,tyrod taylor,Tyrod Taylor,BUF,QB,00-0028118,24967,exact_week_normalized
2017,1,Wil Lutz,K,wil lutz,Wil Lutz,NO,K,00-0032569,29754,exact_week_normalized
2017,1,Willie Snead IV,,willie snead,Willie Snead,NO,WR,00-0030663,28026,exact_week_normalized
2017,1,Zach Ertz,,zach ertz,Zach Ertz,PHI,TE,00-0030061,26658,exact_week_normalized
2017,1,Zay Jones,,zay jones,Zay Jones,BUF,WR,00-0033891,30150,exact_week_normalized
2017,2,A.J. Green,WR,a j green,A.J. Green,CIN,WR,00-0027942,24791,exact_week_normalized
2017,2,Aaron Rodgers,QB,aaron rodgers,Aaron Rodgers,GB,QB,00-0023459,7200,exact_week_normalized
2017,2,Adam Thielen,WR,adam thielen,Adam Thielen,MIN,WR,00-0030035,27277,exact_week_normalized
2017,2,Adam Vinatieri,K,adam vinatieri,Adam Vinatieri,IND,K,00-0016919,3727,exact_week_normalized
2017,2,Adrian Peterson,RB,adrian peterson,Adrian Peterson,NO,RB,00-0025394,8261,exact_week_normalized
2017,2,Allen Hurns,,allen hurns,Allen Hurns,JAX,WR,00-0030821,27874,exact_week_normalized
2017,2,Alshon Jeffery,WR,alshon jeffery,Alshon Jeffery,PHI,WR,00-0029137,25755,exact_week_normalized
2017,2,Amari Cooper,WR,amari cooper,Amari Cooper,OAK,WR,00-0031544,28392,exact_week_normalized
2017,2,Ameer Abdullah,,ameer abdullah,Ameer Abdullah,DET,RB,00-0032104,28442,exact_week_normalized
2017,2,Andrew Luck,,andrew luck,Andrew Luck,IND,QB,00-0029668,25711,exact_week_normalized
2017,2,Andy Dalton,,andy dalton,Andy Dalton,CIN,QB,00-0027973,24822,exact_week_normalized
2017,2,Antonio Brown,WR,antonio brown,Antonio Brown,PIT,WR,00-0027793,24171,exact_week_normalized
2017,2,Antonio Gates,,antonio gates,Antonio Gates,LAC,TE,00-0021547,6663,exact_week_normalized
2017,2,Austin Hooper,TE,austin hooper,Austin Hooper,ATL,TE,00-0032392,29315,exact_week_normalized
2017,2,Ben Roethlisberger,QB,ben roethlisberger,Ben Roethlisberger,PIT,QB,00-0022924,6770,exact_week_normalized
2017,2,Bilal Powell,RB,bilal powell,Bilal Powell,NYJ,RB,00-0028064,24913,exact_week_normalized
2017,2,Blair Walsh,K,blair walsh,Blair Walsh,SEA,K,00-0029576,25885,exact_week_normalized
2017,2,Brandin Cooks,WR,brandin cooks,Brandin Cooks,NE,WR,00-0031236,27548,exact_week_normalized
2017,2,Brandon Marshall,,brandon marshall,Brandon Marshall,NYG,WR,00-0024334,7868,exact_week_normalized
2017,2,C.J. Anderson,RB,c j anderson,C.J. Anderson,DEN,RB,00-0029854,26878,exact_week_normalized
2017,2,C.J. Fiedorowicz,,c j fiedorowicz,C.J. Fiedorowicz,HOU,TE,00-0031302,27593,exact_week_normalized
2017,2,C.J. Prosise,,c j prosise,C.J. Prosise,SEA,RB,00-0032393,29324,exact_week_normalized
2017,2,Cairo Santos,K,cairo santos,Cairo Santos,KC,K,00-0031203,28227,exact_week_normalized
2017,2,Cam Newton,,cam newton,Cam Newton,CAR,QB,00-0027939,24788,exact_week_normalized
2017,2,Cameron Brate,,cameron brate,Cameron Brate,TB,TE,00-0031273,28267,exact_week_normalized
2017,2,Carlos Hyde,RB,carlos hyde,Carlos Hyde,SF,RB,00-0031045,27585,exact_week_normalized
2017,2,Carson Palmer,QB,carson palmer,Carson Palmer,ARI,QB,00-0021429,6337,exact_week_normalized
2017,2,Carson Wentz,,carson wentz,Carson Wentz,PHI,QB,00-0032950,29236,exact_week_normalized
2017,2,Charles Clay,,charles clay,Charles Clay,BUF,TE,00-0028112,24961,exact_week_normalized
2017,2,Chris Boswell,K,chris boswell,Chris Boswell,PIT,K,00-0031136,28188,exact_week_normalized
2017,2,Chris Carson,,chris carson,Chris Carson,SEA,RB,00-0033594,30362,exact_week_normalized
2017,2,Chris Hogan,,chris hogan,Chris Hogan,NE,WR,00-0028237,25178,exact_week_normalized
2017,2,Christian McCaffrey,RB,christian mccaffrey,Christian McCaffrey,CAR,RB,00-0033280,30121,exact_week_normalized
2017,2,Coby Fleener,TE,coby fleener,Coby Fleener,NO,TE,00-0029697,25744,exact_week_normalized
2017,2,Cole Beasley,,cole beasley,Cole Beasley,DAL,WR,00-0029000,26060,exact_week_normalized
2017,2,Cooper Kupp,WR,cooper kupp,Cooper Kupp,LA,WR,00-0033908,30182,exact_week_normalized
2017,2,Corey Coleman,,corey coleman,Corey Coleman,CLE,WR,00-0032966,29249,exact_week_normalized
2017,2,Corey Davis,,corey davis,Corey Davis,TEN,WR,00-0033871,30118,exact_week_normalized
2017,2,Dak Prescott,QB,dak prescott,Dak Prescott,DAL,QB,00-0033077,29369,exact_week_normalized
2017,2,Dalvin Cook,RB,dalvin cook,Dalvin Cook,MIN,RB,00-0033893,30154,exact_week_normalized
2017,2,Dan Bailey,K,dan bailey,Dan Bailey,DAL,K,00-0028660,25427,exact_week_normalized
2017,2,Danny Amendola,,danny amendola,Danny Amendola,NE,WR,00-0026035,9037,exact_week_normalized
2017,2,Darren McFadden,,darren mcfadden,Darren McFadden,DAL,RB,00-0026144,8781,exact_week_normalized
2017,2,Darren Sproles,,darren sproles,Darren Sproles,PHI,RB,00-0023564,7306,exact_week_normalized
2017,2,Davante Adams,WR,davante adams,Davante Adams,GB,WR,00-0031381,27581,exact_week_normalized
2017,2,David Johnson,,david johnson,David Johnson,PIT,TE,00-0026957,9505,exact_week_normalized
2017,2,DeAndre Hopkins,WR,deandre hopkins,DeAndre Hopkins,HOU,WR,00-0030564,26650,exact_week_normalized
2017,2,DeMarco Murray,RB,demarco murray,DeMarco Murray,TEN,RB,00-0028009,24858,exact_week_normalized
2017,2,DeSean Jackson,WR,desean jackson,DeSean Jackson,TB,WR,00-0026189,8826,exact_week_normalized
2017,2,DeVante Parker,,devante parker,DeVante Parker,MIA,WR,00-0031547,28402,exact_week_normalized
2017,2,Delanie Walker,TE,delanie walker,Delanie Walker,TEN,TE,00-0024389,7924,exact_week_normalized
2017,2,Demaryius Thomas,WR,demaryius thomas,Demaryius Thomas,DEN,WR,00-0027874,23997,exact_week_normalized
2017,2,Derek Carr,QB,derek carr,Derek Carr,OAK,QB,00-0031280,27564,exact_week_normalized
2017,2,Derrick Henry,RB,derrick henry,Derrick Henry,TEN,RB,00-0032764,29279,exact_week_normalized
2017,2,Devonta Freeman,RB,devonta freeman,Devonta Freeman,ATL,RB,00-0031285,27631,exact_week_normalized
2017,2,Dez Bryant,WR,dez bryant,Dez Bryant,DAL,WR,00-0027902,23999,exact_week_normalized
2017,2,Donte Moncrief,,donte moncrief,Donte Moncrief,IND,WR,00-0031339,27618,exact_week_normalized
2017,2,Doug Baldwin,WR,doug baldwin,Doug Baldwin,SEA,WR,00-0028434,25105,exact_week_normalized
2017,2,Doug Martin,,doug martin,Doug Martin,TB,RB,00-0029613,25741,exact_week_normalized
2017,2,Drew Brees,QB,drew brees,Drew Brees,NO,QB,00-0020531,5479,exact_week_normalized
2017,2,Duke Johnson,,duke johnson,Duke Johnson,CLE,RB,00-0032257,28465,exact_week_normalized
2017,2,Dustin Hopkins,K,dustin hopkins,Dustin Hopkins,WAS,K,00-0030098,26800,exact_week_normalized
2017,2,Dwayne Allen,,dwayne allen,Dwayne Allen,NE,TE,00-0029689,25774,exact_week_normalized
2017,2,Eli Manning,,eli manning,Eli Manning,NYG,QB,00-0022803,6760,exact_week_normalized
2017,2,Emmanuel Sanders,WR,emmanuel sanders,Emmanuel Sanders,DEN,WR,00-0027685,24057,exact_week_normalized
2017,2,Eric Decker,,eric decker,Eric Decker,TEN,WR,00-0027690,24062,exact_week_normalized
2017,2,Eric Ebron,,eric ebron,Eric Ebron,DET,TE,00-0031387,27538,exact_week_normalized
2017,2,Ezekiel Elliott,RB,ezekiel elliott,Ezekiel Elliott,DAL,RB,00-0033045,29238,exact_week_normalized
2017,2,Frank Gore,,frank gore,Frank Gore,IND,RB,00-0023500,7241,exact_week_normalized
2017,2,Golden Tate,,golden tate,Golden Tate,DET,WR,00-0027891,24035,exact_week_normalized
2017,2,Greg Olsen,TE,greg olsen,Greg Olsen,CAR,TE,00-0025418,8285,exact_week_normalized
2017,2,Hunter Henry,TE,hunter henry,Hunter Henry,LAC,TE,00-0033090,29269,exact_week_normalized
2017,2,Isaiah Crowell,RB,isaiah crowell,Isaiah Crowell,CLE,RB,00-0030656,28014,exact_week_normalized
2017,2,Jack Doyle,,jack doyle,Jack Doyle,IND,TE,00-0030181,27299,exact_week_normalized
2017,2,Jacquizz Rodgers,,jacquizz rodgers,Jacquizz Rodgers,TB,RB,00-0028083,24932,exact_week_normalized
2017,2,Jamaal Charles,,jamaal charles,Jamaal Charles,DEN,RB,00-0026213,8850,exact_week_normalized
2017,2,Jameis Winston,,jameis winston,Jameis Winston,TB,QB,00-0031503,28389,exact_week_normalized
2017,2,James White,,james white,James White,NE,RB,00-0031062,27658,exact_week_normalized
2017,2,Jamison Crowder,,jamison crowder,Jamison Crowder,WAS,WR,00-0031941,28493,exact_week_normalized
2017,2,Jarvis Landry,,jarvis landry,Jarvis Landry,MIA,WR,00-0031382,27591,exact_week_normalized
2017,2,Javorius Allen,,javorius allen,Javorius Allen,BAL,RB,00-0031577,28513,exact_week_normalized
2017,2,Jay Ajayi,RB,jay ajayi,Jay Ajayi,MIA,RB,00-0031590,28537,exact_week_normalized
2017,2,Jay Cutler,,jay cutler,Jay Cutler,MIA,QB,00-0024226,7760,exact_week_normalized
2017,2,Jeremy Maclin,,jeremy maclin,Jeremy Maclin,BAL,WR,00-0026995,9283,exact_week_normalized
2017,2,Jimmy Graham,TE,jimmy graham,Jimmy Graham,SEA,TE,00-0027696,24070,exact_week_normalized
2017,2,Joe Mixon,,joe mixon,Joe Mixon,CIN,RB,00-0033897,30161,exact_week_normalized
2017,2,John Brown,,john brown,John Brown,ARI,WR,00-0031051,27619,exact_week_normalized
2017,2,Jonathan Stewart,,jonathan stewart,Jonathan Stewart,CAR,RB,00-0026153,8790,exact_week_normalized
2017,2,Jordan Howard,RB,jordan howard,Jordan Howard,CHI,RB,00-0032780,29384,exact_week_normalized
